PUNCHLINE / CAN 't Stop Laughing : La Coupe de l'Humour,26 Janvier 2024,https://scontent.ftun1-2.fna.fbcdn.net/v/t39.30808-6/421237477_348572188066800_7403758465517621676_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=d8d9c5&_nc_ohc=Oi5eQscB45IAX_sgRjB&_nc_ht=scontent.ftun1-2.fna&oh=00_AfCGE9qRLq98xrUBVYmwRKqOr3vJ3vbNc2OU0-RW4EjSnQ&oe=65BC5126,https://www.facebook.com/events/281194208307758
EXPOSITION REBORN,24 May 2023,https://www.startupvillage.tn/wp-content/uploads/2023/05/actualite-startup-1.jpg,https://www.startupvillage.tn/actualites/startup-village-en-collaboration-avec-latd-alliance-tunisienne-des-designers-lance-un-appel-a-candidature-pour-une-exposition-upcycling/
CEREMONIE D'INAUGURATION STARTUP VILLAGE,12 Juil 2022,https://www.startupvillage.tn/wp-content/uploads/2022/07/act3.jpg,https://www.startupvillage.tn/actualites/startup-village-une-histoire-qui-commence/
KIDS DAY : LES COULISSES DU MARKETING DIGITAL,28 Juin 2022,https://www.startupvillage.tn/wp-content/uploads/2022/06/img30.jpg,https://www.startupvillage.tn/actualites/kidsday-les-coulisses-du-marketing-digital/
UNE JOURNÉE AUX COULEURS DU DESIGN THINKING,28 Juin 2022,https://www.startupvillage.tn/wp-content/uploads/2020/09/img29.jpg,https://www.startupvillage.tn/actualites/une-journee-aux-couleurs-du-design-thinking/
